id	ind	cr	ac	ind_ns	cr_ns	ac_ns
2121	6187911070687385453957425614216	6187911070687385453957425614216	1346362173171487059748881036414	154	12910	157394
2122	4722353185524583635914877442428	4722353185524583635914877442428	1114283754656938980692841881364	135	12786	154594
2123	4722353185524583635914877442428	3745314595416049090553178661236	1059926576017137131762472070734	152	14541	171016
2124	3256795300361781817872329270640	3256795300361781817872329270640	1059926576017137131762472070734	151	12840	151320
2125	3256795300361781817872329270640	1302718120144712727148931708256	315120814536159271064050013004	134	12651	150760
2126	1791237415198979999829781098852	1791237415198979999829781098852	1059926576017137131762472070734	144	12498	149429
2127	1791237415198979999829781098852	814198825090445454468082317660	300045256791193485380554804284	131	12459	157279
2128	325679530036178181787232927064	325679530036178181787232927064	111533622703442999926887869088	152	12344	152115
2129	325679530036178181787232927064	325679530036178181787232927064	111533622703442999926887869088	134	12235	148026
2130	325679530036178181787232927064	325679530036178181787232927064	111533622703442999926887869088	135	12226	147918
2131	325679530036178181787232927064	325679530036178181787232927064	111533622703442999926887869088	130	12154	147401
2132	248544904501293875574467233812	248544904501293875574467233812	96458076178166605870016713968	137	12206	148394
2133	248544904501293875574467233812	197121820811371004765956771644	96458076178166605870016713968	139	12378	147191
2134	171410278966409569361701540560	171410278966409569361701540560	96458076178166605870016713968	152	12148	150761
2135	171410278966409569361701540560	68564111586563827744680616224	29441076950699626705498668858	131	12136	146938
2136	94275653431525263148935847308	94275653431525263148935847308	68641380186540566742257724528	134	11928	147312
2137	94275653431525263148935847308	42852569741602392340425385140	17932511773963170642654811014	152	12076	146819
2138	17141027896640956936170154056	17141027896640956936170154056	8008758189020764232648218410	160	11847	154821
2139	17141027896640956936170154056	17141027896640956936170154056	8008758189020764232648218410	148	11806	147750
2140	17141027896640956936170154056	17141027896640956936170154056	8008758189020764232648218410	137	12113	151168
2141	17141027896640956936170154056	17141027896640956936170154056	8008758189020764232648218410	151	11715	146447
2142	13081310763225993451287749148	13081310763225993451287749148	6507356870667770580715757610	139	11820	146312
2143	13081310763225993451287749148	10374832674282684461366145876	6507356870667770580715757610	138	11822	146776
2144	9021593629811029966405344240	9021593629811029966405344240	6507356870667770580715757610	139	15952	146842
2145	9021593629811029966405344240	3608637451924411986562137696	1662196448082299924121155844	153	11668	147601
2146	4961876496396066481522939332	4961876496396066481522939332	3687890253208912800962162214	141	11675	146629
2147	4961876496396066481522939332	2255398407452757491601336060	1620435931391783597093811924	150	12427	152077
2148	902159362981102996640534424	902159362981102996640534424	497114931095943836682154812	147	11551	144640
2149	902159362981102996640534424	902159362981102996640534424	497114931095943836682154812	138	11512	144389
2150	902159362981102996640534424	902159362981102996640534424	497114931095943836682154812	151	17633	145478
2151	902159362981102996640534424	902159362981102996640534424	497114931095943836682154812	151	11274	144332
2152	688490040169789129015144692	688490040169789129015144692	459415941965196347562214092	159	11300	145583
2153	688490040169789129015144692	546043824962246550598218204	459415941965196347562214092	152	12914	174924
2154	474820717358475261389754960	474820717358475261389754960	378104020679136727799797812	174	11833	157019
2155	474820717358475261389754960	189928286943390104555901984	93408033335130746916630054	164	12239	151912
2156	261151394547161393764365228	261151394547161393764365228	229606609165104117453665622	148	11876	148489
2157	261151394547161393764365228	118705179339618815347438740	89249026913100293587177254	147	11568	152064
2158	47482071735847526138975496	47482071735847526138975496	34060892762546113206778566	141	11535	146502
2159	47482071735847526138975496	47482071735847526138975496	34060892762546113206778566	135	10789	142265
2160	6187911070687385453957425614216	6187911070687385453957425614216	1834244926437825684097607351400	135	12965	160612
2161	6187911070687385453957425614216	6187911070687385453957425614216	1834244926437825684097607351400	144	13031	165905
2162	4722353185524583635914877442428	4722353185524583635914877442428	1834244926437825684097607351400	153	12744	157467
2163	4722353185524583635914877442428	4233833890470316363234028051832	1834244926437825684097607351400	148	12862	155516
2164	3256795300361781817872329270640	3256795300361781817872329270640	1834244926437825684097607351400	142	12775	158377
2165	3256795300361781817872329270640	1546977767671846363489356403554	340798854181756040766614555898	142	12663	155966
2166	1791237415198979999829781098852	1791237415198979999829781098852	818523871403841692771721779400	137	12469	154112
2167	1791237415198979999829781098852	1058458472617579090808507012958	340798854181756040766614555898	136	12408	163142
2168	325679530036178181787232927064	325679530036178181787232927064	137884220618611637811702773742	152	12352	152549
2169	325679530036178181787232927064	325679530036178181787232927064	137884220618611637811702773742	152	12289	155283
2170	325679530036178181787232927064	325679530036178181787232927064	137884220618611637811702773742	151	12505	184150
2171	325679530036178181787232927064	325679530036178181787232927064	137884220618611637811702773742	161	13004	170202
2172	248544904501293875574467233812	248544904501293875574467233812	137884220618611637811702773742	164	12996	163424
2173	248544904501293875574467233812	222833362656332440170212002728	137884220618611637811702773742	149	13152	161480
2174	171410278966409569361701540560	171410278966409569361701540560	137884220618611637811702773742	161	12878	161049
2175	171410278966409569361701540560	81419882509044545446808231766	30792552721520509321423118484	148	12899	164706
2176	94275653431525263148935847308	94275653431525263148935847308	72889157899960066048320077964	149	12751	161183
2177	94275653431525263148935847308	55708340664083110042553000682	30792552721520509321423118484	148	13053	160129
2178	17141027896640956936170154056	17141027896640956936170154056	8875398829992762583293235476	148	12562	160332
2179	17141027896640956936170154056	17141027896640956936170154056	8875398829992762583293235476	150	12603	159820
2180	17141027896640956936170154056	17141027896640956936170154056	8875398829992762583293235476	147	12568	159310
2181	17141027896640956936170154056	17141027896640956936170154056	8875398829992762583293235476	147	12572	161757
2182	13081310763225993451287749148	13081310763225993451287749148	8875398829992762583293235476	153	12402	171133
2183	13081310763225993451287749148	11728071718754338956326947512	7933683765320650290201599436	159	12596	160050
2184	9021593629811029966405344240	9021593629811029966405344240	7933683765320650290201599436	154	12339	159422
2185	9021593629811029966405344240	4285256974160239234042538514	2297280191789538264397407054	147	12561	158855
2186	4961876496396066481522939332	4961876496396066481522939332	4512890990654778092128825974	149	12255	163974
2187	4961876496396066481522939332	2932017929688584739081736878	2297280191789538264397407054	153	12289	158741
2188	902159362981102996640534424	902159362981102996640534424	581655378764132195202449826	148	12152	158046
2189	902159362981102996640534424	902159362981102996640534424	581655378764132195202449826	162	12058	163677
2190	902159362981102996640534424	902159362981102996640534424	581655378764132195202449826	163	12007	157916
2191	902159362981102996640534424	902159362981102996640534424	581655378764132195202449826	149	12046	159298
2192	688490040169789129015144692	688490040169789129015144692	581655378764132195202449826	158	12116	169473
2193	688490040169789129015144692	617266932566017839806681448	453173857239814607246421066	163	12013	163024
2194	474820717358475261389754960	474820717358475261389754960	453173857239814607246421066	164	11969	158087
2195	474820717358475261389754960	225539840745275749160133606	126937332439132897919955804	142	11826	157319
2196	261151394547161393764365228	261151394547161393764365228	241588144113351055687569084	150	11911	156693
2197	261151394547161393764365228	154316733141504459951670362	126937332439132897919955804	141	11853	158770
2198	47482071735847526138975496	47482071735847526138975496	34362025598310709705837530	142	11647	155412
2199	47482071735847526138975496	47482071735847526138975496	34362025598310709705837530	139	11559	156205
2200	6187911070687385453957425614216	6187911070687385453957425614216	1062069302817994903534470008436	148	13908	162510
2201	6187911070687385453957425614216	6187911070687385453957425614216	1062069302817994903534470008436	149	13746	160802
2202	4722353185524583635914877442428	4722353185524583635914877442428	1061434230122823743934609545076	143	13650	151000
2203	4722353185524583635914877442428	3989574242943182726893603356534	816383110880980463769906252342	136	12861	160732
2204	3256795300361781817872329270640	3256795300361781817872329270640	816383110880980463769906252342	151	12675	149593
2205	3256795300361781817872329270640	1302718120144712727148931708256	300158031885975473368554695742	141	12709	148628
