id	first_codeword	ind_status	ind_complete	ind_decoded	ind_ties	ind_score	ind_bound	ind_q_hist	ind_q_disc	ind_q_code	ind_q_score	ind_frontier_updates	ind_bound_calls	ind_chain_calls	ind_uac_calls	ind_bound_ns	ind_total_ns	cr_status	cr_complete	cr_decoded	cr_ties	cr_score	cr_bound	cr_q_hist	cr_q_disc	cr_q_code	cr_q_score	cr_frontier_updates	cr_bound_calls	cr_chain_calls	cr_uac_calls	cr_bound_ns	cr_total_ns	ac_status	ac_complete	ac_decoded	ac_ties	ac_score	ac_bound	ac_q_hist	ac_q_disc	ac_q_code	ac_q_score	ac_frontier_updates	ac_bound_calls	ac_chain_calls	ac_uac_calls	ac_bound_ns	ac_total_ns	fast_status	fast_complete	fast_decoded	fast_ties	fast_score	fast_bound	fast_q_hist	fast_q_disc	fast_q_code	fast_q_score	fast_frontier_updates	fast_bound_calls	fast_chain_calls	fast_uac_calls	fast_bound_ns	fast_total_ns
95	0xdc3531	CERTIFIED	1	0xdcb161	0xdcb161	56462448287851891053335689200	55708340664083110042553000682	1149	536	536	2	45	23	0	0	3078	32351	CERTIFIED	1	0xdcb161	0xdcb161	56462448287851891053335689200	55708340664083110042553000682	1149	536	536	2	45	23	0	0	3714	28803	CERTIFIED	1	0xdcb161	0xdcb161	56462448287851891053335689200	45151603612442047337680781898	1146	536	536	2	42	20	0	20	3132282	3160316	CERTIFIED	1	0xdcb161	0xdcb161	56462448287851891053335689200	55708340664083110042553000682	1149	536	536	2	45	23	0	5	843608	870008
96	0x1b375f	CERTIFIED	1	0x1b375f	0x1b375f	23969580880135885930399543356289205981268983106	17635872969859011484287079358389085791707716220	46	24	24	1	22	23	0	0	3460	9931	CERTIFIED	1	0x1b375f	0x1b375f	23969580880135885930399543356289205981268983106	17635872969859011484287079358389085791707716220	41	23	23	1	17	18	16	0	204038	206442	CERTIFIED	1	0x1b375f	0x1b375f	23969580880135885930399543356289205981268983106	8337776123272680516057489944700849485811887706	36	23	23	1	12	13	11	13	2241180	2244804	CERTIFIED	1	0x1b375f	0x1b375f	23969580880135885930399543356289205981268983106	8178276259943624319378626391768000381766408506	40	23	23	1	16	17	15	5	988979	992385
97	0x95846a	CERTIFIED	1	0x95846a	0x95846a	8500539685645391781661161771844822514780501604	1923913414893710343740408657278809359095387224	48	25	25	1	24	19	0	0	2541	5283	CERTIFIED	1	0x95846a	0x95846a	8500539685645391781661161771844822514780501604	1923913414893710343740408657278809359095387224	48	25	25	1	24	19	17	0	214252	217590	CERTIFIED	1	0x95846a	0x95846a	8500539685645391781661161771844822514780501604	8102971481426474086096069868195952720879912294	43	24	24	1	19	14	14	14	2371369	2375316	CERTIFIED	1	0x95846a	0x95846a	8500539685645391781661161771844822514780501604	1923913414893710343740408657278809359095387224	48	25	25	1	24	19	17	2	528094	531878
98	0x5ff19	CERTIFIED	1	0x5ff19	0x5ff19	71748424283451772867392249835475437691649766098	64771751634754914905927091461719915089544703208	40	22	22	1	16	12	0	0	1700	3621	CERTIFIED	1	0x5ff19	0x5ff19	71748424283451772867392249835475437691649766098	49059792079789613765380420760609638656932374212	34	19	19	1	10	6	6	0	75520	76987	CERTIFIED	1	0x5ff19	0x5ff19	71748424283451772867392249835475437691649766098	47697895487533023325483800806573709184567641600	29	18	18	1	5	1	1	1	189179	191319	CERTIFIED	1	0x5ff19	0x5ff19	71748424283451772867392249835475437691649766098	47697895487533023325483800806573709184567641600	32	18	18	1	8	4	4	1	222041	224137
99	0x9ba958	CERTIFIED	1	0x9ba958	0x9ba958	8339403756417814900001310186875931219169567800	1923913414893710343740408657278809359095387224	48	25	25	1	24	25	0	0	3342	6125	CERTIFIED	1	0x9ba958	0x9ba958	8339403756417814900001310186875931219169567800	1923913414893710343740408657278809359095387224	48	25	25	1	24	25	21	0	263833	266041	CERTIFIED	1	0x9ba958	0x9ba958	8339403756417814900001310186875931219169567800	8101335584083044624253966284543133929363246498	46	24	24	1	22	23	21	23	3829105	3833360	CERTIFIED	1	0x9ba958	0x9ba958	8339403756417814900001310186875931219169567800	1923913414893710343740408657278809359095387224	48	25	25	1	24	25	21	5	1053761	1057213
100	0xcfef93	CERTIFIED	1	0xdfdf27	0xdfdf27	801428269022020100282514631908	569939177563311818127657622362	47	25	25	2	23	24	0	0	3283	6385	CERTIFIED	1	0xdfdf27	0xdfdf27	801428269022020100282514631908	569939177563311818127657622362	46	25	25	2	22	23	21	0	264625	267062	CERTIFIED	1	0xdfdf27	0xdfdf27	801428269022020100282514631908	792106027138019267420612027748	32	23	23	2	8	9	7	9	1575900	1579380	CERTIFIED	1	0xdfdf27	0xdfdf27	801428269022020100282514631908	792106027138019267420612027748	32	23	23	2	8	9	7	4	745875	749127
101	0xe8d0	CERTIFIED	1	0xe8d0	0xe8d0	896449754616370141588851010110	814198825090445454468082317660	46	23	23	1	22	15	0	0	2194	4182	CERTIFIED	1	0xe8d0	0xe8d0	896449754616370141588851010110	814198825090445454468082317660	46	23	23	1	22	15	14	0	177362	180215	CERTIFIED	1	0xe8d0	0xe8d0	896449754616370141588851010110	367857782324843583837723508230	33	15	15	1	9	2	2	2	352083	353837	CERTIFIED	1	0xe8d0	0xe8d0	896449754616370141588851010110	367857782324843583837723508230	40	20	20	1	16	9	9	2	429282	431444
102	0x6395aa	CERTIFIED	1	0x63dafa	0x63dafa	85108183167956257915441144746	81419882509044545446808231766	1147	535	535	4	43	22	0	0	3068	31856	CERTIFIED	1	0x63dafa	0x63dafa	85108183167956257915441144746	68564111586563827744680616224	1140	534	534	4	36	15	11	0	136007	161889	CERTIFIED	1	0x63dafa	0x63dafa	85108183167956257915441144746	84353988831316267896682177920	1136	532	532	4	32	11	7	11	1824672	1851972	CERTIFIED	1	0x63dafa	0x63dafa	85108183167956257915441144746	84353988831316267896682177920	1136	532	532	4	32	11	7	4	722677	752363
103	0xa5ba6a	CERTIFIED	1	0xa45d6b	0xa45d6b	42259263380025783247828397058	29996798819121674638297769598	1151	547	547	9	47	26	0	0	3457	29690	CERTIFIED	1	0xa45d6b	0xa45d6b	42259263380025783247828397058	29996798819121674638297769598	1148	546	546	9	44	23	19	0	231134	255568	CERTIFIED	1	0xa45d6b	0xa45d6b	42259263380025783247828397058	41501424539738718734352440658	1139	546	546	9	35	14	10	14	2242137	2269418	CERTIFIED	1	0xa45d6b	0xa45d6b	42259263380025783247828397058	17934703609900403621239356174	1144	546	546	9	40	19	15	5	955072	986859
104	0x1b375f	CERTIFIED	1	0x1b375f	0x1b375f	23969580880135885930399543356289205981268983106	17635872969859011484287079358389085791707716220	46	23	23	1	22	23	0	0	3086	6169	CERTIFIED	1	0x1b375f	0x1b375f	23969580880135885930399543356289205981268983106	17635872969859011484287079358389085791707716220	46	23	23	1	22	23	0	0	3729	6103	CERTIFIED	1	0x1b375f	0x1b375f	23969580880135885930399543356289205981268983106	17635872969859011484287079358389085791707716220	46	23	23	1	22	23	0	22	3574505	3578564	CERTIFIED	1	0x1b375f	0x1b375f	23969580880135885930399543356289205981268983106	17635872969859011484287079358389085791707716220	46	23	23	1	22	23	0	5	821370	824851
105	0x95846a	CERTIFIED	1	0x95846a	0x95846a	8500539685645391781661161771844822514780501604	1923913414893710343740408657278809359095387224	48	25	25	1	24	14	0	0	1884	4027	CERTIFIED	1	0x95846a	0x95846a	8500539685645391781661161771844822514780501604	1923913414893710343740408657278809359095387224	48	25	25	1	24	14	0	0	2476	5099	CERTIFIED	1	0x95846a	0x95846a	8500539685645391781661161771844822514780501604	8017933613656260161386971539202920070108239694	47	25	25	1	23	13	0	13	2069355	2073204	CERTIFIED	1	0x95846a	0x95846a	8500539685645391781661161771844822514780501604	1923913414893710343740408657278809359095387224	48	25	25	1	24	14	0	1	157110	160196
106	0x5ff19	CERTIFIED	1	0x5ff19	0x5ff19	71748424283451772867392249835475437691649766098	64771751634754914905927091461719915089544703208	40	19	19	1	16	8	0	0	1078	2534	CERTIFIED	1	0x5ff19	0x5ff19	71748424283451772867392249835475437691649766098	64771751634754914905927091461719915089544703208	40	19	19	1	16	8	0	0	1298	2534	CERTIFIED	1	0x5ff19	0x5ff19	71748424283451772867392249835475437691649766098	47697895487533023325483800806573709184567641600	33	19	19	1	9	1	0	1	177585	179756	CERTIFIED	1	0x5ff19	0x5ff19	71748424283451772867392249835475437691649766098	64771751634754914905927091461719915089544703208	40	19	19	1	16	8	0	0	1463	3831
107	0x9ba958	CERTIFIED	1	0x9ba958	0x9ba958	8339403756417814900001310186875931219169567800	1923913414893710343740408657278809359095387224	48	25	25	1	24	25	0	0	3319	5759	CERTIFIED	1	0x9ba958	0x9ba958	8339403756417814900001310186875931219169567800	1923913414893710343740408657278809359095387224	48	25	25	1	24	25	0	0	3981	6032	CERTIFIED	1	0x9ba958	0x9ba958	8339403756417814900001310186875931219169567800	8017966329933674595865466377718211788455698000	47	25	25	1	23	24	0	24	3698955	3703941	CERTIFIED	1	0x9ba958	0x9ba958	8339403756417814900001310186875931219169567800	1923913414893710343740408657278809359095387224	48	25	25	1	24	25	0	5	790622	794142
108	0xcfef93	CERTIFIED	1	0xdfdf27	0xdfdf27	801428269022020100282514631908	569939177563311818127657622362	47	25	25	2	23	24	0	0	3330	6653	CERTIFIED	1	0xdfdf27	0xdfdf27	801428269022020100282514631908	569939177563311818127657622362	47	25	25	2	23	24	0	0	3791	6267	CERTIFIED	1	0xdfdf27	0xdfdf27	801428269022020100282514631908	792106027138019267420612027748	38	24	24	2	14	15	0	15	2492376	2495941	CERTIFIED	1	0xdfdf27	0xdfdf27	801428269022020100282514631908	792106027138019267420612027748	40	24	24	2	16	17	0	5	817556	821099
109	0xe8d0	CERTIFIED	1	0xe8d0	0xe8d0	896449754616370141588851010110	814198825090445454468082317660	46	23	23	1	22	9	0	0	1298	3079	CERTIFIED	1	0xe8d0	0xe8d0	896449754616370141588851010110	814198825090445454468082317660	46	23	23	1	22	9	0	0	1464	4041	CERTIFIED	1	0xe8d0	0xe8d0	896449754616370141588851010110	367857782324843583837723508230	40	17	17	1	16	3	0	3	484263	485844	CERTIFIED	1	0xe8d0	0xe8d0	896449754616370141588851010110	367857782324843583837723508230	40	17	17	1	16	3	0	1	159278	161023
110	0x6395aa	CERTIFIED	1	0x63dafa	0x63dafa	85108183167956257915441144746	81419882509044545446808231766	1147	534	534	4	43	22	0	0	3275	30570	CERTIFIED	1	0x63dafa	0x63dafa	85108183167956257915441144746	81419882509044545446808231766	1147	534	534	4	43	22	0	0	3679	28670	CERTIFIED	1	0x63dafa	0x63dafa	85108183167956257915441144746	84353988831316267896682177920	1143	533	533	4	39	18	0	18	2848125	2876412	CERTIFIED	1	0x63dafa	0x63dafa	85108183167956257915441144746	84353988831316267896682177920	1144	533	533	4	40	19	0	5	781467	812068
111	0xa5ba6a	CERTIFIED	1	0xa45d6b	0xa45d6b	42259263380025783247828397058	29996798819121674638297769598	1151	547	547	9	47	26	0	0	3763	31202	CERTIFIED	1	0xa45d6b	0xa45d6b	42259263380025783247828397058	29996798819121674638297769598	1151	547	547	9	47	26	0	0	4419	28089	CERTIFIED	1	0xa45d6b	0xa45d6b	42259263380025783247828397058	41501424539738718734352440658	1149	547	547	9	45	24	0	24	3640971	3670483	CERTIFIED	1	0xa45d6b	0xa45d6b	42259263380025783247828397058	29996798819121674638297769598	1151	547	547	9	47	26	0	5	803108	834801
112	0xb67ff2	CERTIFIED	1	0xb67ff2	0xb67ff2	8185555544072638147968715886138585576658660090	1923913414893710343740408657278809359095387224	48	25	25	1	24	12	0	0	1625	4538	CERTIFIED	1	0xb67ff2	0xb67ff2	8185555544072638147968715886138585576658660090	1923913414893710343740408657278809359095387224	48	25	25	1	24	12	10	0	132859	135189	CERTIFIED	1	0xb67ff2	0xb67ff2	8185555544072638147968715886138585576658660090	8107028298985412574285340525054748821002160890	43	24	24	1	19	7	7	7	1261072	1263603	CERTIFIED	1	0xb67ff2	0xb67ff2	8185555544072638147968715886138585576658660090	1923913414893710343740408657278809359095387224	48	25	25	1	24	12	10	1	288121	290938
113	0x3d4b2c	CERTIFIED	1	0x3d4b2c	0x3d4b2c	31985878513839937917305263051110870270546201600	25491852747341662054560414708944224008013880718	45	24	24	1	21	12	0	0	1637	3454	CERTIFIED	1	0x3d4b2c	0x3d4b2c	31985878513839937917305263051110870270546201600	25491852747341662054560414708944224008013880718	37	22	22	1	13	4	4	0	55784	58401	CERTIFIED	1	0x3d4b2c	0x3d4b2c	31985878513839937917305263051110870270546201600	24049735676577297559889217503708052494404943298	34	20	20	1	10	1	1	1	174270	176016	CERTIFIED	1	0x3d4b2c	0x3d4b2c	31985878513839937917305263051110870270546201600	25491852747341662054560414708944224008013880718	37	22	22	1	13	4	4	0	51066	52800
114	0xd0f0d	CERTIFIED	1	0xd0f0d	0xd0f0d	32149468410053179521285188500391220704494518396	25491852747341662054560414708944224008013880718	45	23	23	1	21	22	0	0	3019	5767	CERTIFIED	1	0xd0f0d	0xd0f0d	32149468410053179521285188500391220704494518396	25491852747341662054560414708944224008013880718	40	22	22	1	16	17	15	0	190223	192222	CERTIFIED	1	0xd0f0d	0xd0f0d	32149468410053179521285188500391220704494518396	8262487872308834064616943549794024979004447396	35	19	19	1	11	12	10	12	2092002	2095736	CERTIFIED	1	0xd0f0d	0xd0f0d	32149468410053179521285188500391220704494518396	25491852747341662054560414708944224008013880718	40	22	22	1	16	17	15	4	851490	855182
115	0xf08708	CERTIFIED	1	0xf08708	0xf08708	32066066276904891275878699833364561979044839906	25491852747341662054560414708944224008013880718	45	24	24	1	21	11	0	0	1493	3378	CERTIFIED	1	0xf08708	0xf08708	32066066276904891275878699833364561979044839906	25491852747341662054560414708944224008013880718	40	22	22	1	16	6	6	0	75020	76700	CERTIFIED	1	0xf08708	0xf08708	32066066276904891275878699833364561979044839906	8260099749251057189855937668758860733350248106	35	19	19	1	11	1	1	1	181010	182414	CERTIFIED	1	0xf08708	0xf08708	32066066276904891275878699833364561979044839906	25491852747341662054560414708944224008013880718	40	22	22	1	16	6	6	0	80001	82120
116	0x576f76	CERTIFIED	1	0x576f76	0x576f76	287905689934423664105411099592	287112217268736028680850080438	1131	534	534	6	27	17	0	0	2328	28373	CERTIFIED	1	0x576f76	0x576f76	287905689934423664105411099592	287112217268736028680850080438	1130	533	533	6	26	16	13	0	164468	192167	CERTIFIED	1	0x576f76	0x576f76	287905689934423664105411099592	272195048503274817449494320072	45	24	24	1	21	11	11	11	1943949	1950488	CERTIFIED	1	0x576f76	0x576f76	287905689934423664105411099592	123712883134542218942336467230	48	25	25	1	24	14	12	2	479383	482841
117	0xb5ced1	CERTIFIED	1	0xb5c750	0xb5c750	59359056829924134337794744000	55708340664083110042553000682	1149	533	533	15	45	24	0	0	3262	32651	CERTIFIED	1	0xb5c750	0xb5c750	59359056829924134337794744000	55708340664083110042553000682	1144	533	533	15	40	19	15	0	192673	221804	CERTIFIED	1	0xb5c750	0xb5c750	59359056829924134337794744000	42178049861171471885719931640	1139	531	531	15	35	14	10	14	2394017	2426111	CERTIFIED	1	0xb5c750	0xb5c750	59359056829924134337794744000	55708340664083110042553000682	1144	533	533	15	40	19	15	4	830348	869417
118	0xf7941a	CERTIFIED	1	0xff9410	0xff9410	123597964887340202395424714040	119987195276486698553191078392	1144	510	510	9	40	19	0	0	2620	28586	CERTIFIED	1	0xff9410	0xff9410	123597964887340202395424714040	107131424354005980851063462850	1137	508	508	9	33	12	8	0	99335	123252	CERTIFIED	1	0xff9410	0xff9410	123597964887340202395424714040	107131424354005980851063462850	1137	508	508	9	33	12	8	11	1935145	1966528	CERTIFIED	1	0xff9410	0xff9410	123597964887340202395424714040	107131424354005980851063462850	1137	508	508	9	33	12	8	4	721690	750686
119	0x564a80	CERTIFIED	1	0x564a80	0x564a80	545058824375145713129230981632	325679530036178181787232927064	48	25	25	1	24	25	0	0	3377	6240	CERTIFIED	1	0x564a80	0x564a80	545058824375145713129230981632	325679530036178181787232927064	48	25	25	1	24	25	21	0	266649	269091	CERTIFIED	1	0x564a80	0x564a80	545058824375145713129230981632	545056703466288303284463627546	34	18	18	1	10	11	9	11	1828168	1831111	CERTIFIED	1	0x564a80	0x564a80	545058824375145713129230981632	287191573868093753582099799666	40	23	23	1	16	17	15	5	1008422	1015013
120	0xb67ff2	CERTIFIED	1	0xb67ff2	0xb67ff2	8185555544072638147968715886138585576658660090	1923913414893710343740408657278809359095387224	48	25	25	1	24	23	0	0	3116	6124	CERTIFIED	1	0xb67ff2	0xb67ff2	8185555544072638147968715886138585576658660090	1923913414893710343740408657278809359095387224	48	25	25	1	24	23	0	0	3768	6038	CERTIFIED	1	0xb67ff2	0xb67ff2	8185555544072638147968715886138585576658660090	8017132065701120922814430043400285402593146808	47	25	25	1	23	22	0	22	3634670	3638439	CERTIFIED	1	0xb67ff2	0xb67ff2	8185555544072638147968715886138585576658660090	1923913414893710343740408657278809359095387224	48	25	25	1	24	23	0	4	647049	650321
121	0x3d4b2c	CERTIFIED	1	0x3d4b2c	0x3d4b2c	31985878513839937917305263051110870270546201600	25491852747341662054560414708944224008013880718	45	23	23	1	21	3	0	0	404	1767	CERTIFIED	1	0x3d4b2c	0x3d4b2c	31985878513839937917305263051110870270546201600	25491852747341662054560414708944224008013880718	45	23	23	1	21	3	0	0	488	2784	CERTIFIED	1	0x3d4b2c	0x3d4b2c	31985878513839937917305263051110870270546201600	24049735676577297559889217503708052494404943298	43	23	23	1	19	1	0	1	160785	162705	CERTIFIED	1	0x3d4b2c	0x3d4b2c	31985878513839937917305263051110870270546201600	25491852747341662054560414708944224008013880718	45	23	23	1	21	3	0	0	526	2265
122	0xd0f0d	CERTIFIED	1	0xd0f0d	0xd0f0d	32149468410053179521285188500391220704494518396	25491852747341662054560414708944224008013880718	45	22	22	1	21	22	0	0	2996	5171	CERTIFIED	1	0xd0f0d	0xd0f0d	32149468410053179521285188500391220704494518396	25491852747341662054560414708944224008013880718	45	22	22	1	21	22	0	0	3450	5170	CERTIFIED	1	0xd0f0d	0xd0f0d	32149468410053179521285188500391220704494518396	8258422792212455755630307868081923406968675502	44	21	21	1	20	21	0	21	3395479	3400099	CERTIFIED	1	0xd0f0d	0xd0f0d	32149468410053179521285188500391220704494518396	25491852747341662054560414708944224008013880718	45	22	22	1	21	22	0	5	788128	791467
123	0xf08708	CERTIFIED	1	0xf08708	0xf08708	32066066276904891275878699833364561979044839906	25491852747341662054560414708944224008013880718	45	25	25	1	21	1	0	0	151	1596	CERTIFIED	1	0xf08708	0xf08708	32066066276904891275878699833364561979044839906	25491852747341662054560414708944224008013880718	45	25	25	1	21	1	0	0	129	1545	CERTIFIED	1	0xf08708	0xf08708	32066066276904891275878699833364561979044839906	25491852747341662054560414708944224008013880718	45	25	25	1	21	1	0	0	152	1505	CERTIFIED	1	0xf08708	0xf08708	32066066276904891275878699833364561979044839906	25491852747341662054560414708944224008013880718	45	25	25	1	21	1	0	0	152	2161
124	0x576f76	CERTIFIED	1	0x576f76	0x576f76	287905689934423664105411099592	287112217268736028680850080438	1131	533	533	6	27	7	0	0	1122	25996	CERTIFIED	1	0x576f76	0x576f76	287905689934423664105411099592	287112217268736028680850080438	1131	533	533	6	27	7	0	0	1210	28744	CERTIFIED	1	0x576f76	0x576f76	287905689934423664105411099592	272195048503274817449494320072	47	24	24	1	23	3	0	3	527356	533408	CERTIFIED	1	0x576f76	0x576f76	287905689934423664105411099592	123712883134542218942336467230	48	25	25	1	24	4	0	1	160547	163321
125	0xb5ced1	CERTIFIED	1	0xb5c750	0xb5c750	59359056829924134337794744000	55708340664083110042553000682	1149	533	533	15	45	24	0	0	3177	33433	CERTIFIED	1	0xb5c750	0xb5c750	59359056829924134337794744000	55708340664083110042553000682	1149	533	533	15	45	24	0	0	4135	31432	CERTIFIED	1	0xb5c750	0xb5c750	59359056829924134337794744000	42178049861171471885719931640	1148	533	533	15	44	23	0	23	3737597	3771042	CERTIFIED	1	0xb5c750	0xb5c750	59359056829924134337794744000	55708340664083110042553000682	1149	533	533	15	45	24	0	5	801561	833476
126	0xf7941a	CERTIFIED	1	0xff9410	0xff9410	123597964887340202395424714040	119987195276486698553191078392	1144	511	511	9	40	19	0	0	2551	28422	CERTIFIED	1	0xff9410	0xff9410	123597964887340202395424714040	119987195276486698553191078392	1144	511	511	9	40	19	0	0	2955	26597	CERTIFIED	1	0xff9410	0xff9410	123597964887340202395424714040	119987195276486698553191078392	1144	511	511	9	40	19	0	18	2849716	2880935	CERTIFIED	1	0xff9410	0xff9410	123597964887340202395424714040	119987195276486698553191078392	1144	511	511	9	40	19	0	4	626072	655200
127	0x564a80	CERTIFIED	1	0x564a80	0x564a80	545058824375145713129230981632	325679530036178181787232927064	48	25	25	1	24	25	0	0	3352	6041	CERTIFIED	1	0x564a80	0x564a80	545058824375145713129230981632	325679530036178181787232927064	48	25	25	1	24	25	0	0	3978	6005	CERTIFIED	1	0x564a80	0x564a80	545058824375145713129230981632	545056703466288303284463627546	43	22	22	1	19	20	0	20	3075729	3079645	CERTIFIED	1	0x564a80	0x564a80	545058824375145713129230981632	325679530036178181787232927064	48	25	25	1	24	25	0	5	820959	828013
128	0x9cd215d2	CERTIFIED	1	0x9cd215d2	0x9cd215d2	221185583064035586908449307706674436736270319497614224718664902	168651685132527936382443441048211006833610187816410229311116228	62	32	32	1	30	27	0	0	5021	9643	CERTIFIED	1	0x9cd215d2	0x9cd215d2	221185583064035586908449307706674436736270319497614224718664902	168651685132527936382443441048211006833610187816410229311116228	55	31	31	1	23	20	20	0	485564	489191	CERTIFIED	1	0x9cd215d2	0x9cd215d2	221185583064035586908449307706674436736270319497614224718664902	147962642316808695066237291677782309575718271794624968827988102	47	28	28	1	15	12	12	12	5798712	5804411	CERTIFIED	1	0x9cd215d2	0x9cd215d2	221185583064035586908449307706674436736270319497614224718664902	76204309857065485814081499308462210928569632900347669065544102	48	29	29	1	16	13	13	3	1638878	1643304
129	0x6363c69c	CERTIFIED	1	0x6363c69c	0x6363c69c	297389590255641002565163666761150926188549398815676487284820800	241142321724579417809984920095249071174372461526972520857122326	61	31	31	1	29	22	0	0	4399	8116	CERTIFIED	1	0x6363c69c	0x6363c69c	297389590255641002565163666761150926188549398815676487284820800	241142321724579417809984920095249071174372461526972520857122326	55	30	30	1	23	16	16	0	381382	385315	CERTIFIED	1	0x6363c69c	0x6363c69c	297389590255641002565163666761150926188549398815676487284820800	296650041572896465900382887009119317590683055218807600353965698	40	23	23	1	8	1	1	1	506117	508522	CERTIFIED	1	0x6363c69c	0x6363c69c	297389590255641002565163666761150926188549398815676487284820800	296650041572896465900382887009119317590683055218807600353965698	40	23	23	1	8	1	1	1	493777	496765
130	0xd257fa7d	CERTIFIED	1	0xd257fa7d	0xd257fa7d	587337270925282172768041984311142417760063349924448448971539090	531104868092785343520150836283401328537421556369221687041146718	57	32	32	1	25	19	0	0	3740	7216	CERTIFIED	1	0xd257fa7d	0xd257fa7d	587337270925282172768041984311142417760063349924448448971539090	531104868092785343520150836283401328537421556369221687041146718	47	31	31	1	15	9	9	0	215475	218425	CERTIFIED	1	0xd257fa7d	0xd257fa7d	587337270925282172768041984311142417760063349924448448971539090	221193053991838391083733711264038098107076536592233464114853808	39	26	26	1	7	1	1	1	483063	485799	CERTIFIED	1	0xd257fa7d	0xd257fa7d	587337270925282172768041984311142417760063349924448448971539090	221193053991838391083733711264038098107076536592233464114853808	40	26	26	1	8	2	2	1	508004	510808
131	0xa31b3805	CERTIFIED	1	0xa31b3805	0xa31b3805	2294046309039234491215221131988907693029301996838345966576694	1703552375076039761438822636850616230642527149660709386980972	2046	953	953	1	62	31	0	0	5727	60511	CERTIFIED	1	0xa31b3805	0xa31b3805	2294046309039234491215221131988907693029301996838345966576694	1703552375076039761438822636850616230642527149660709386980972	2043	951	951	1	59	28	26	0	606135	659181	CERTIFIED	1	0xa31b3805	0xa31b3805	2294046309039234491215221131988907693029301996838345966576694	2226800050195124485497487540583797467781132754370839517570612	2031	947	947	1	47	16	14	16	7711946	7767097	CERTIFIED	1	0xa31b3805	0xa31b3805	2294046309039234491215221131988907693029301996838345966576694	1531931519374756417195161222481659898392874588810590284985294	2032	947	947	1	48	17	15	5	2701771	2749363
132	0xbdc69aa9	CERTIFIED	1	0xadc29aa8	0xadc29aa8	972440986839346557959294570262482687702	824827895632067085426034069452813892172	2046	977	977	3	62	32	0	0	5930	63104	CERTIFIED	1	0xadc29aa8	0xadc29aa8	972440986839346557959294570262482687702	824827895632067085426034069452813892172	2044	977	977	3	60	30	27	0	649078	703915	CERTIFIED	1	0xadc29aa8	0xadc29aa8	972440986839346557959294570262482687702	740663758820649198270033514556299618862	2030	975	975	3	46	16	13	16	7547752	7607039	CERTIFIED	1	0xadc29aa8	0xadc29aa8	972440986839346557959294570262482687702	330127913676921655925522589840525111098	2032	975	975	3	48	18	15	5	2617660	2676931
133	0x18b1c51f	CERTIFIED	1	0x58b1c71e	0x58b1c71e	768785705604097074653914612212158028200	606491099729461092225025051068245508950	2047	967	967	2	63	33	0	0	6545	66073	CERTIFIED	1	0x58b1c71e	0x58b1c71e	768785705604097074653914612212158028200	606491099729461092225025051068245508950	2047	967	967	2	63	33	29	0	687484	748990	CERTIFIED	1	0x58b1c71e	0x58b1c71e	768785705604097074653914612212158028200	486572377140113369977931463693180226040	2031	962	962	2	47	17	14	17	8302668	8362879	CERTIFIED	1	0x58b1c71e	0x58b1c71e	768785705604097074653914612212158028200	486572377140113369977931463693180226040	2032	963	963	2	48	18	15	5	2613044	2670379
134	0x5d7bdca4	CERTIFIED	1	0x5d7bdca4	0x5d7bdca4	280298476563619210013458604912293175054	273240200720220365760327075639167450348	31786	13848	13848	10	74	43	0	0	8408	889128	CERTIFIED	1	0x5d7bdca4	0x5d7bdca4	280298476563619210013458604912293175054	261748790409556892433958179934716482810	31782	13847	13847	10	70	39	34	0	804049	1745739	CERTIFIED	1	0x5d7bdca4	0x5d7bdca4	280298476563619210013458604912293175054	171803780480087431344069170559730581290	2048	974	974	1	64	33	29	33	15470901	15533140	CERTIFIED	1	0x5d7bdca4	0x5d7bdca4	280298476563619210013458604912293175054	171803780480087431344069170559730581290	2048	974	974	1	64	33	29	6	3386575	3446257
135	0x60af695b	CERTIFIED	1	0x64bcc85b	0x64bcc85b	26990440849877735513115517200080295920	20429173885623952580211370141246164512	31808	13587	13587	3	96	35	0	0	6340	667943	CERTIFIED	1	0x64bcc85b	0x64bcc85b	26990440849877735513115517200080295920	20429173885623952580211370141246164512	31808	13587	13587	3	96	35	29	0	695086	1375019	CERTIFIED	1	0x64bcc85b	0x64bcc85b	26990440849877735513115517200080295920	18717503074359922370849658283321364102	31806	13587	13587	3	94	33	29	33	15589996	16271428	CERTIFIED	1	0x64bcc85b	0x64bcc85b	26990440849877735513115517200080295920	20429173885623952580211370141246164512	31808	13587	13587	3	96	35	29	5	3070921	3734689
136	0x9cd215d2	CERTIFIED	1	0x9cd215d2	0x9cd215d2	221185583064035586908449307706674436736270319497614224718664902	168651685132527936382443441048211006833610187816410229311116228	62	32	32	1	30	24	0	0	4146	9291	CERTIFIED	1	0x9cd215d2	0x9cd215d2	221185583064035586908449307706674436736270319497614224718664902	168651685132527936382443441048211006833610187816410229311116228	62	32	32	1	30	24	0	0	4899	8190	CERTIFIED	1	0x9cd215d2	0x9cd215d2	221185583064035586908449307706674436736270319497614224718664902	147962642316808695066237291677782309575718271794624968827988102	61	31	31	1	29	23	0	23	9556505	9564286	CERTIFIED	1	0x9cd215d2	0x9cd215d2	221185583064035586908449307706674436736270319497614224718664902	168651685132527936382443441048211006833610187816410229311116228	62	32	32	1	30	24	0	2	826662	832423
